material,year,watershed,forest,species,horizon,depth,sample_wt_mg,C_ug,N_ug,C_mg_g,d13C_permil,d15N_permil,TrayName,WellID,enriched,plot,tree,OurLabID,analysis_number,sample_id,d13C_comment,d15N_comment,source_file
roots,,WB,HW,,B,25-50cm,4.3,2359.058,19.781,548.618,-26.349,0.904,BBWM ROOT 1,G10,NO,,,391254,145675,R79,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,25-50cm,4.21,2072.519,39.506,492.285,-28.308,3.532,BBWM ROOT 1,G11,NO,,,391255,145676,R80,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,50-C,4.11,2023.188,38.511,492.26,-28.358,1.924,BBWM ROOT 1,H1,NO,,,391257,145680,R81,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,50-C,4,2134.391,46.315,533.598,-27.5,3.16,BBWM ROOT 1,H2,NO,,,391258,145681,R82,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,50-C,4.02,2196.496,51.773,546.392,-27.484,3.069,BBWM ROOT 1,H3,NO,,,391259,145682,R83,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,50-C,4.09,2146.793,35.188,524.888,-26.766,2.378,BBWM ROOT 1,H4,NO,,,391260,145683,R84,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,50-C,4.48,2271.329,43.609,506.993,-27.245,2.961,BBWM ROOT 1,H5,NO,,,391261,145684,R85,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,50-C,4.47,2246.348,49.343,502.539,-28.429,2.99,BBWM ROOT 1,H6,NO,,,391262,145685,R86,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,O,O,4.09,2283.834,55.179,558.395,-26.369,2.084,BBWM ROOT 1,H7,NO,,,391263,145686,R87,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,O,O,4.06,2196.496,54.852,541.009,-26.44,3.648,BBWM ROOT 1,H8,NO,,,391264,145687,R88,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,O,O,3.95,2072.519,48.817,524.688,-26.527,2.145,BBWM ROOT 1,H9,NO,,,391265,145688,R89,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,O,O,4.11,2258.834,27.71,549.595,-26.61,0.016,BBWM ROOT 1,H10,NO,,,391266,145689,R90,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,O,O,4.25,2146.793,30.988,505.128,-27.258,2.765,BBWM ROOT 1,H11,NO,,,391267,145690,R91,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,O,O,4.3,2221.403,26.169,516.605,-26.66,1.343,BBWM ROOT 1,H12,NO,,,391268,145691,R92,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,0-5cm,4.31,2283.834,48.554,529.892,-26.527,1.387,BBWM ROOT 2,A2,NO,,,391270,145696,R93,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,0-5cm,3.9,2047.835,40.169,525.086,-27.638,2.978,BBWM ROOT 2,A3,NO,,,391271,145697,R94,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,0-5cm,4.13,2184.056,39.837,528.827,-26.856,2.855,BBWM ROOT 2,A4,NO,,,391272,145698,R95,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,0-5cm,4.06,2060.172,24.827,507.432,-26.273,0.451,BBWM ROOT 2,A5,NO,,,391273,145699,R96,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,0-5cm,3.99,2146.793,40.434,538.043,-27.853,3.43,BBWM ROOT 2,A6,NO,,,391274,145700,R97,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,0-5cm,4.13,2109.614,22.34,510.802,-26.564,0.857,BBWM ROOT 2,A7,NO,,,391275,145701,R98,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,5-25cm,4.23,2171.626,40.765,513.387,-25.998,1.676,BBWM ROOT 2,A8,NO,,,391276,145702,R99,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,5-25cm,3.9,1937.218,38.577,496.722,-27.956,2.384,BBWM ROOT 2,A9,NO,,,391277,145703,R100,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,5-25cm,4.31,2308.871,41.03,535.701,-26.893,2.864,BBWM ROOT 2,A11,NO,,,391279,145705,R101,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,5-25cm,4.14,2060.172,16.675,497.626,-25.119,0.421,BBWM ROOT 2,A12,NO,,,391280,145706,R102,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,5-25cm,4.2,2072.519,32.59,493.457,-27.586,3.073,BBWM ROOT 2,B1,NO,,,391281,145710,R103,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,5-25cm,4,2072.519,16.067,518.13,-26.804,0.944,BBWM ROOT 2,B2,NO,,,391282,145711,R104,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,25-50cm,4.32,2258.834,40.632,522.878,-27.923,3.26,BBWM ROOT 2,B3,NO,,,391283,145712,R105,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,25-50cm,4.27,2409.393,40.632,564.261,-27.196,2.704,BBWM ROOT 2,B4,NO,,,391284,145713,R106,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,25-C,4.27,2208.945,40.235,517.317,-25.426,1.609,BBWM ROOT 2,B5,NO,,,391285,145714,R107,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,25-50cm,4.34,2233.871,19.511,514.717,-25.776,1.902,BBWM ROOT 2,B6,NO,,,391286,145715,R108,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,25-50cm,4.08,2109.614,24.558,517.062,-26.713,2.11,BBWM ROOT 2,B7,NO,,,391287,145716,R109,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,25-C,4,2047.835,16.946,511.959,-25.118,0.476,BBWM ROOT 2,B8,NO,,,391288,145717,R110,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,50-C,4.15,2060.172,42.221,496.427,-27.634,3.53,BBWM ROOT 2,B9,NO,,,391289,145718,R111,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,50-C,4.3,2258.834,31.522,525.31,-26.748,2.204,BBWM ROOT 2,B10,NO,,,391290,145719,R112,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,50-C,4.22,2010.879,22.744,476.512,-25.437,1.786,BBWM ROOT 2,B11,NO,,,391291,145720,R113,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,SW,,B,50-C,4.06,2097.24,15.12,516.561,-25.449,1.516,BBWM ROOT 2,B12,NO,,,391292,145721,R114,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
